Azodicarboxylates,Phosphines,Temperatures,Phosphine Equiv,Azadicarboxylate Equiv.,N-Boc Pyrrolidine,Solvents
DCAD,Tris-FPP,5,1.4,1.4,1.2,EtOAc
DCAD,Tris-FPP,20,1.05,1.05,0.95,2-MeTHF
DCAD,Tris-FPP,20,1.05,1.05,0.95,MeCN
DCAD,Tris-FPP,20,1.05,1.05,0.95,PhMe
DCAD,Tris-FPP,20,1.05,1.05,0.95,EtOAc
DCAD,Tris-FPP,20,1.05,1.05,1.05,2-MeTHF
DCAD,Tris-FPP,20,1.05,1.05,1.05,MeCN
DCAD,Tris-FPP,20,1.05,1.05,1.05,PhMe
DCAD,Tris-FPP,20,1.05,1.05,1.05,EtOAc
DCAD,Tris-FPP,20,1.05,1.05,1.2,2-MeTHF
DCAD,Tris-FPP,20,1.05,1.05,1.2,MeCN
DCAD,Tris-FPP,20,1.05,1.05,1.2,PhMe
DCAD,Tris-FPP,20,1.05,1.05,1.2,EtOAc
DCAD,Tris-FPP,20,1.05,1.2,0.95,2-MeTHF
DCAD,Tris-FPP,20,1.05,1.2,0.95,MeCN
DCAD,Tris-FPP,20,1.05,1.2,0.95,PhMe
DCAD,Tris-FPP,20,1.05,1.2,0.95,EtOAc
DCAD,Tris-FPP,20,1.05,1.2,1.05,2-MeTHF
DCAD,Tris-FPP,20,1.05,1.2,1.05,MeCN
DCAD,Tris-FPP,20,1.05,1.2,1.05,PhMe
DCAD,Tris-FPP,20,1.05,1.2,1.05,EtOAc
DCAD,Tris-FPP,20,1.05,1.2,1.2,2-MeTHF
DCAD,Tris-FPP,20,1.05,1.2,1.2,MeCN
DCAD,Tris-FPP,20,1.05,1.2,1.2,PhMe
DCAD,Tris-FPP,20,1.05,1.2,1.2,EtOAc
DCAD,Tris-FPP,20,1.05,1.4,0.95,2-MeTHF
DCAD,Tris-FPP,20,1.05,1.4,0.95,MeCN
DCAD,Tris-FPP,20,1.05,1.4,0.95,PhMe
DCAD,Tris-FPP,20,1.05,1.4,0.95,EtOAc
DCAD,Tris-FPP,20,1.05,1.4,1.05,2-MeTHF
DCAD,Tris-FPP,20,1.05,1.4,1.05,MeCN
DCAD,Tris-FPP,20,1.05,1.4,1.05,PhMe
DCAD,Tris-FPP,20,1.05,1.4,1.05,EtOAc
DCAD,Tris-FPP,20,1.05,1.4,1.2,2-MeTHF
DCAD,Tris-FPP,20,1.05,1.4,1.2,MeCN
DCAD,Tris-FPP,20,1.05,1.4,1.2,PhMe
DCAD,Tris-FPP,20,1.05,1.4,1.2,EtOAc
DCAD,Tris-FPP,20,1.2,1.05,0.95,2-MeTHF
DCAD,Tris-FPP,20,1.2,1.05,0.95,MeCN
DCAD,Tris-FPP,20,1.2,1.05,0.95,PhMe
DCAD,Tris-FPP,20,1.2,1.05,0.95,EtOAc
DCAD,Tris-FPP,20,1.2,1.05,1.05,2-MeTHF
DCAD,Tris-FPP,20,1.2,1.05,1.05,MeCN
DCAD,Tris-FPP,20,1.2,1.05,1.05,PhMe
DCAD,Tris-FPP,20,1.2,1.05,1.05,EtOAc
DCAD,Tris-FPP,20,1.2,1.05,1.2,2-MeTHF
DCAD,Tris-FPP,20,1.2,1.05,1.2,MeCN
DCAD,Tris-FPP,20,1.2,1.05,1.2,PhMe
DCAD,Tris-FPP,20,1.2,1.05,1.2,EtOAc
DCAD,Tris-FPP,20,1.2,1.2,0.95,2-MeTHF
DCAD,Tris-FPP,20,1.2,1.2,0.95,MeCN
DCAD,Tris-FPP,20,1.2,1.2,0.95,PhMe
DCAD,Tris-FPP,20,1.2,1.2,0.95,EtOAc
DCAD,Tris-FPP,20,1.2,1.2,1.05,2-MeTHF
DCAD,Tris-FPP,20,1.2,1.2,1.05,MeCN
DCAD,Tris-FPP,20,1.2,1.2,1.05,PhMe
DCAD,Tris-FPP,20,1.2,1.2,1.05,EtOAc
DCAD,Tris-FPP,20,1.2,1.2,1.2,2-MeTHF
DCAD,Tris-FPP,20,1.2,1.2,1.2,MeCN
DCAD,Tris-FPP,20,1.2,1.2,1.2,PhMe
DCAD,Tris-FPP,20,1.2,1.2,1.2,EtOAc
DCAD,Tris-FPP,20,1.2,1.4,0.95,2-MeTHF
DCAD,Tris-FPP,20,1.2,1.4,0.95,MeCN
DCAD,Tris-FPP,20,1.2,1.4,0.95,PhMe
DCAD,Tris-FPP,20,1.2,1.4,0.95,EtOAc
DCAD,Tris-FPP,20,1.2,1.4,1.05,2-MeTHF
DCAD,Tris-FPP,20,1.2,1.4,1.05,MeCN
DCAD,Tris-FPP,20,1.2,1.4,1.05,PhMe
DCAD,Tris-FPP,20,1.2,1.4,1.05,EtOAc
DCAD,Tris-FPP,20,1.2,1.4,1.2,2-MeTHF
DCAD,Tris-FPP,20,1.2,1.4,1.2,MeCN
DCAD,Tris-FPP,20,1.2,1.4,1.2,PhMe
DCAD,Tris-FPP,20,1.2,1.4,1.2,EtOAc
DCAD,Tris-FPP,20,1.4,1.05,0.95,2-MeTHF
DCAD,Tris-FPP,20,1.4,1.05,0.95,MeCN
DCAD,Tris-FPP,20,1.4,1.05,0.95,PhMe
DCAD,Tris-FPP,20,1.4,1.05,0.95,EtOAc
DCAD,Tris-FPP,20,1.4,1.05,1.05,2-MeTHF
DCAD,Tris-FPP,20,1.4,1.05,1.05,MeCN
DCAD,Tris-FPP,20,1.4,1.05,1.05,PhMe
DCAD,Tris-FPP,20,1.4,1.05,1.05,EtOAc
DCAD,Tris-FPP,20,1.4,1.05,1.2,2-MeTHF
DCAD,Tris-FPP,20,1.4,1.05,1.2,MeCN
DCAD,Tris-FPP,20,1.4,1.05,1.2,PhMe
DCAD,Tris-FPP,20,1.4,1.05,1.2,EtOAc
DCAD,Tris-FPP,20,1.4,1.2,0.95,2-MeTHF
DCAD,Tris-FPP,20,1.4,1.2,0.95,MeCN
DCAD,Tris-FPP,20,1.4,1.2,0.95,PhMe
DCAD,Tris-FPP,20,1.4,1.2,0.95,EtOAc
DCAD,Tris-FPP,20,1.4,1.2,1.05,2-MeTHF
DCAD,Tris-FPP,20,1.4,1.2,1.05,MeCN
DCAD,Tris-FPP,20,1.4,1.2,1.05,PhMe
DCAD,Tris-FPP,20,1.4,1.2,1.05,EtOAc
DCAD,Tris-FPP,20,1.4,1.2,1.2,2-MeTHF
DCAD,Tris-FPP,20,1.4,1.2,1.2,MeCN
DCAD,Tris-FPP,20,1.4,1.2,1.2,PhMe
DCAD,Tris-FPP,20,1.4,1.2,1.2,EtOAc
DCAD,Tris-FPP,20,1.4,1.4,0.95,2-MeTHF
DCAD,Tris-FPP,20,1.4,1.4,0.95,MeCN
DCAD,Tris-FPP,20,1.4,1.4,0.95,PhMe
DCAD,Tris-FPP,20,1.4,1.4,0.95,EtOAc
DCAD,Tris-FPP,20,1.4,1.4,1.05,2-MeTHF
DCAD,Tris-FPP,20,1.4,1.4,1.05,MeCN
DCAD,Tris-FPP,20,1.4,1.4,1.05,PhMe
DCAD,Tris-FPP,20,1.4,1.4,1.05,EtOAc
DCAD,Tris-FPP,20,1.4,1.4,1.2,2-MeTHF
DCAD,Tris-FPP,20,1.4,1.4,1.2,MeCN
DCAD,Tris-FPP,20,1.4,1.4,1.2,PhMe
DCAD,Tris-FPP,20,1.4,1.4,1.2,EtOAc
DCAD,Tris-FPP,35,1.05,1.05,0.95,2-MeTHF
DCAD,Tris-FPP,35,1.05,1.05,0.95,MeCN
DCAD,Tris-FPP,35,1.05,1.05,0.95,PhMe
DCAD,Tris-FPP,35,1.05,1.05,0.95,EtOAc
DCAD,Tris-FPP,35,1.05,1.05,1.05,2-MeTHF
DCAD,Tris-FPP,35,1.05,1.05,1.05,MeCN
DCAD,Tris-FPP,35,1.05,1.05,1.05,PhMe
DCAD,Tris-FPP,35,1.05,1.05,1.05,EtOAc
DCAD,Tris-FPP,35,1.05,1.05,1.2,2-MeTHF
DCAD,Tris-FPP,35,1.05,1.05,1.2,MeCN
DCAD,Tris-FPP,35,1.05,1.05,1.2,PhMe
DCAD,Tris-FPP,35,1.05,1.05,1.2,EtOAc
DCAD,Tris-FPP,35,1.05,1.2,0.95,2-MeTHF
DCAD,Tris-FPP,35,1.05,1.2,0.95,MeCN
DCAD,Tris-FPP,35,1.05,1.2,0.95,PhMe
DCAD,Tris-FPP,35,1.05,1.2,0.95,EtOAc
DCAD,Tris-FPP,35,1.05,1.2,1.05,2-MeTHF
DCAD,Tris-FPP,35,1.05,1.2,1.05,MeCN
DCAD,Tris-FPP,35,1.05,1.2,1.05,PhMe
DCAD,Tris-FPP,35,1.05,1.2,1.05,EtOAc
DCAD,Tris-FPP,35,1.05,1.2,1.2,2-MeTHF
DCAD,Tris-FPP,35,1.05,1.2,1.2,MeCN
DCAD,Tris-FPP,35,1.05,1.2,1.2,PhMe
DCAD,Tris-FPP,35,1.05,1.2,1.2,EtOAc
DCAD,Tris-FPP,35,1.05,1.4,0.95,2-MeTHF
DCAD,Tris-FPP,35,1.05,1.4,0.95,MeCN
DCAD,Tris-FPP,35,1.05,1.4,0.95,PhMe
DCAD,Tris-FPP,35,1.05,1.4,0.95,EtOAc
DCAD,Tris-FPP,35,1.05,1.4,1.05,2-MeTHF
DCAD,Tris-FPP,35,1.05,1.4,1.05,MeCN
DCAD,Tris-FPP,35,1.05,1.4,1.05,PhMe
DCAD,Tris-FPP,35,1.05,1.4,1.05,EtOAc
DCAD,Tris-FPP,35,1.05,1.4,1.2,2-MeTHF
DCAD,Tris-FPP,35,1.05,1.4,1.2,MeCN
DCAD,Tris-FPP,35,1.05,1.4,1.2,PhMe
DCAD,Tris-FPP,35,1.05,1.4,1.2,EtOAc
DCAD,Tris-FPP,35,1.2,1.05,0.95,2-MeTHF
DCAD,Tris-FPP,35,1.2,1.05,0.95,MeCN
DCAD,Tris-FPP,35,1.2,1.05,0.95,PhMe
DCAD,Tris-FPP,35,1.2,1.05,0.95,EtOAc
DCAD,Tris-FPP,35,1.2,1.05,1.05,2-MeTHF
DCAD,Tris-FPP,35,1.2,1.05,1.05,MeCN
DCAD,Tris-FPP,35,1.2,1.05,1.05,PhMe
DCAD,Tris-FPP,35,1.2,1.05,1.05,EtOAc
DCAD,Tris-FPP,35,1.2,1.05,1.2,2-MeTHF
DCAD,Tris-FPP,35,1.2,1.05,1.2,MeCN
DCAD,Tris-FPP,35,1.2,1.05,1.2,PhMe
DCAD,Tris-FPP,35,1.2,1.05,1.2,EtOAc
DCAD,Tris-FPP,35,1.2,1.2,0.95,2-MeTHF
DCAD,Tris-FPP,35,1.2,1.2,0.95,MeCN
DCAD,Tris-FPP,35,1.2,1.2,0.95,PhMe
DCAD,Tris-FPP,35,1.2,1.2,0.95,EtOAc
DCAD,Tris-FPP,35,1.2,1.2,1.05,2-MeTHF
DCAD,Tris-FPP,35,1.2,1.2,1.05,MeCN
DCAD,Tris-FPP,35,1.2,1.2,1.05,PhMe
DCAD,Tris-FPP,35,1.2,1.2,1.05,EtOAc
DCAD,Tris-FPP,35,1.2,1.2,1.2,2-MeTHF
DCAD,Tris-FPP,35,1.2,1.2,1.2,MeCN
DCAD,Tris-FPP,35,1.2,1.2,1.2,PhMe
DCAD,Tris-FPP,35,1.2,1.2,1.2,EtOAc
DCAD,Tris-FPP,35,1.2,1.4,0.95,2-MeTHF
DCAD,Tris-FPP,35,1.2,1.4,0.95,MeCN
DCAD,Tris-FPP,35,1.2,1.4,0.95,PhMe
DCAD,Tris-FPP,35,1.2,1.4,0.95,EtOAc
DCAD,Tris-FPP,35,1.2,1.4,1.05,2-MeTHF
DCAD,Tris-FPP,35,1.2,1.4,1.05,MeCN
DCAD,Tris-FPP,35,1.2,1.4,1.05,PhMe
DCAD,Tris-FPP,35,1.2,1.4,1.05,EtOAc
DCAD,Tris-FPP,35,1.2,1.4,1.2,2-MeTHF
DCAD,Tris-FPP,35,1.2,1.4,1.2,MeCN
DCAD,Tris-FPP,35,1.2,1.4,1.2,PhMe
DCAD,Tris-FPP,35,1.2,1.4,1.2,EtOAc
DCAD,Tris-FPP,35,1.4,1.05,0.95,2-MeTHF
DCAD,Tris-FPP,35,1.4,1.05,0.95,MeCN
DCAD,Tris-FPP,35,1.4,1.05,0.95,PhMe
DCAD,Tris-FPP,35,1.4,1.05,0.95,EtOAc
DCAD,Tris-FPP,35,1.4,1.05,1.05,2-MeTHF
DCAD,Tris-FPP,35,1.4,1.05,1.05,MeCN
DCAD,Tris-FPP,35,1.4,1.05,1.05,PhMe
DCAD,Tris-FPP,35,1.4,1.05,1.05,EtOAc
DCAD,Tris-FPP,35,1.4,1.05,1.2,2-MeTHF
DCAD,Tris-FPP,35,1.4,1.05,1.2,MeCN
DCAD,Tris-FPP,35,1.4,1.05,1.2,PhMe
DCAD,Tris-FPP,35,1.4,1.05,1.2,EtOAc
DCAD,Tris-FPP,35,1.4,1.2,0.95,2-MeTHF
DCAD,Tris-FPP,35,1.4,1.2,0.95,MeCN
DCAD,Tris-FPP,35,1.4,1.2,0.95,PhMe
DCAD,Tris-FPP,35,1.4,1.2,0.95,EtOAc
DCAD,Tris-FPP,35,1.4,1.2,1.05,2-MeTHF
DCAD,Tris-FPP,35,1.4,1.2,1.05,MeCN
DCAD,Tris-FPP,35,1.4,1.2,1.05,PhMe
DCAD,Tris-FPP,35,1.4,1.2,1.05,EtOAc
DCAD,Tris-FPP,35,1.4,1.2,1.2,2-MeTHF
DCAD,Tris-FPP,35,1.4,1.2,1.2,MeCN
DCAD,Tris-FPP,35,1.4,1.2,1.2,PhMe
DCAD,Tris-FPP,35,1.4,1.2,1.2,EtOAc
DCAD,Tris-FPP,35,1.4,1.4,0.95,2-MeTHF
DCAD,Tris-FPP,35,1.4,1.4,0.95,MeCN
DCAD,Tris-FPP,35,1.4,1.4,0.95,PhMe
DCAD,Tris-FPP,35,1.4,1.4,0.95,EtOAc
DCAD,Tris-FPP,35,1.4,1.4,1.05,2-MeTHF
DCAD,Tris-FPP,35,1.4,1.4,1.05,MeCN
DCAD,Tris-FPP,35,1.4,1.4,1.05,PhMe
DCAD,Tris-FPP,35,1.4,1.4,1.05,EtOAc
DCAD,Tris-FPP,35,1.4,1.4,1.2,2-MeTHF
DCAD,Tris-FPP,35,1.4,1.4,1.2,MeCN
DCAD,Tris-FPP,35,1.4,1.4,1.2,PhMe
DCAD,Tris-FPP,35,1.4,1.4,1.2,EtOAc
DCAD,TPTP,5,1.05,1.05,0.95,2-MeTHF
DCAD,TPTP,5,1.05,1.05,0.95,MeCN
DCAD,TPTP,5,1.05,1.05,0.95,PhMe
DCAD,TPTP,5,1.05,1.05,0.95,EtOAc
DCAD,TPTP,5,1.05,1.05,1.05,2-MeTHF
DCAD,TPTP,5,1.05,1.05,1.05,MeCN
DCAD,TPTP,5,1.05,1.05,1.05,PhMe
DCAD,TPTP,5,1.05,1.05,1.05,EtOAc
DCAD,TPTP,5,1.05,1.05,1.2,2-MeTHF
DCAD,TPTP,5,1.05,1.05,1.2,MeCN
DCAD,TPTP,5,1.05,1.05,1.2,PhMe
DCAD,TPTP,5,1.05,1.05,1.2,EtOAc
DCAD,TPTP,5,1.05,1.2,0.95,2-MeTHF
DCAD,TPTP,5,1.05,1.2,0.95,MeCN
DCAD,TPTP,5,1.05,1.2,0.95,PhMe
DCAD,TPTP,5,1.05,1.2,0.95,EtOAc
DCAD,TPTP,5,1.05,1.2,1.05,2-MeTHF
DCAD,TPTP,5,1.05,1.2,1.05,MeCN
DCAD,TPTP,5,1.05,1.2,1.05,PhMe
DCAD,TPTP,5,1.05,1.2,1.05,EtOAc
DCAD,TPTP,5,1.05,1.2,1.2,2-MeTHF
DCAD,TPTP,5,1.05,1.2,1.2,MeCN
DCAD,TPTP,5,1.05,1.2,1.2,PhMe
DCAD,TPTP,5,1.05,1.2,1.2,EtOAc
DCAD,TPTP,5,1.05,1.4,0.95,2-MeTHF
DCAD,TPTP,5,1.05,1.4,0.95,MeCN
DCAD,TPTP,5,1.05,1.4,0.95,PhMe
DCAD,TPTP,5,1.05,1.4,0.95,EtOAc
DCAD,TPTP,5,1.05,1.4,1.05,2-MeTHF
DCAD,TPTP,5,1.05,1.4,1.05,MeCN
DCAD,TPTP,5,1.05,1.4,1.05,PhMe
DCAD,TPTP,5,1.05,1.4,1.05,EtOAc
DCAD,TPTP,5,1.05,1.4,1.2,2-MeTHF
DCAD,TPTP,5,1.05,1.4,1.2,MeCN
DCAD,TPTP,5,1.05,1.4,1.2,PhMe
DCAD,TPTP,5,1.05,1.4,1.2,EtOAc
DCAD,TPTP,5,1.2,1.05,0.95,2-MeTHF
DCAD,TPTP,5,1.2,1.05,0.95,MeCN
DCAD,TPTP,5,1.2,1.05,0.95,PhMe
DCAD,TPTP,5,1.2,1.05,0.95,EtOAc
DCAD,TPTP,5,1.2,1.05,1.05,2-MeTHF
DCAD,TPTP,5,1.2,1.05,1.05,MeCN
DCAD,TPTP,5,1.2,1.05,1.05,PhMe
DCAD,TPTP,5,1.2,1.05,1.05,EtOAc
DCAD,TPTP,5,1.2,1.05,1.2,2-MeTHF
DCAD,TPTP,5,1.2,1.05,1.2,MeCN
DCAD,TPTP,5,1.2,1.05,1.2,PhMe
DCAD,TPTP,5,1.2,1.05,1.2,EtOAc
DCAD,TPTP,5,1.2,1.2,0.95,2-MeTHF
DCAD,TPTP,5,1.2,1.2,0.95,MeCN
DCAD,TPTP,5,1.2,1.2,0.95,PhMe
DCAD,TPTP,5,1.2,1.2,0.95,EtOAc
DCAD,TPTP,5,1.2,1.2,1.05,2-MeTHF
DCAD,TPTP,5,1.2,1.2,1.05,MeCN
DCAD,TPTP,5,1.2,1.2,1.05,PhMe
DCAD,TPTP,5,1.2,1.2,1.05,EtOAc
DCAD,TPTP,5,1.2,1.2,1.2,2-MeTHF
DCAD,TPTP,5,1.2,1.2,1.2,MeCN
DCAD,TPTP,5,1.2,1.2,1.2,PhMe
DCAD,TPTP,5,1.2,1.2,1.2,EtOAc
DCAD,TPTP,5,1.2,1.4,0.95,2-MeTHF
DCAD,TPTP,5,1.2,1.4,0.95,MeCN
DCAD,TPTP,5,1.2,1.4,0.95,PhMe
DCAD,TPTP,5,1.2,1.4,0.95,EtOAc
DCAD,TPTP,5,1.2,1.4,1.05,2-MeTHF
DCAD,TPTP,5,1.2,1.4,1.05,MeCN
DCAD,TPTP,5,1.2,1.4,1.05,PhMe
DCAD,TPTP,5,1.2,1.4,1.05,EtOAc
DCAD,TPTP,5,1.2,1.4,1.2,2-MeTHF
DCAD,TPTP,5,1.2,1.4,1.2,MeCN
DCAD,TPTP,5,1.2,1.4,1.2,PhMe
DCAD,TPTP,5,1.2,1.4,1.2,EtOAc
DCAD,TPTP,5,1.4,1.05,0.95,2-MeTHF
DCAD,TPTP,5,1.4,1.05,0.95,MeCN
DCAD,TPTP,5,1.4,1.05,0.95,PhMe
DCAD,TPTP,5,1.4,1.05,0.95,EtOAc
DCAD,TPTP,5,1.4,1.05,1.05,2-MeTHF
DCAD,TPTP,5,1.4,1.05,1.05,MeCN
DCAD,TPTP,5,1.4,1.05,1.05,PhMe
DCAD,TPTP,5,1.4,1.05,1.05,EtOAc
DCAD,TPTP,5,1.4,1.05,1.2,2-MeTHF
DCAD,TPTP,5,1.4,1.05,1.2,MeCN
DCAD,TPTP,5,1.4,1.05,1.2,PhMe
DCAD,TPTP,5,1.4,1.05,1.2,EtOAc
DCAD,TPTP,5,1.4,1.2,0.95,2-MeTHF
DCAD,TPTP,5,1.4,1.2,0.95,MeCN
DCAD,TPTP,5,1.4,1.2,0.95,PhMe
DCAD,TPTP,5,1.4,1.2,0.95,EtOAc
DCAD,TPTP,5,1.4,1.2,1.05,2-MeTHF
DCAD,TPTP,5,1.4,1.2,1.05,MeCN
DCAD,TPTP,5,1.4,1.2,1.05,PhMe
DCAD,TPTP,5,1.4,1.2,1.05,EtOAc
DCAD,TPTP,5,1.4,1.2,1.2,2-MeTHF
DCAD,TPTP,5,1.4,1.2,1.2,MeCN
DCAD,TPTP,5,1.4,1.2,1.2,PhMe
DCAD,TPTP,5,1.4,1.2,1.2,EtOAc
DCAD,TPTP,5,1.4,1.4,0.95,2-MeTHF
DCAD,TPTP,5,1.4,1.4,0.95,MeCN
DCAD,TPTP,5,1.4,1.4,0.95,PhMe
DCAD,TPTP,5,1.4,1.4,0.95,EtOAc
DCAD,TPTP,5,1.4,1.4,1.05,2-MeTHF
DCAD,TPTP,5,1.4,1.4,1.05,MeCN
DCAD,TPTP,5,1.4,1.4,1.05,PhMe
DCAD,TPTP,5,1.4,1.4,1.05,EtOAc
DCAD,TPTP,5,1.4,1.4,1.2,2-MeTHF
DCAD,TPTP,5,1.4,1.4,1.2,MeCN
DCAD,TPTP,5,1.4,1.4,1.2,PhMe
DCAD,TPTP,5,1.4,1.4,1.2,EtOAc
DCAD,TPTP,20,1.05,1.05,0.95,2-MeTHF
DCAD,TPTP,20,1.05,1.05,0.95,MeCN
DCAD,TPTP,20,1.05,1.05,0.95,PhMe
DCAD,TPTP,20,1.05,1.05,0.95,EtOAc
DCAD,TPTP,20,1.05,1.05,1.05,2-MeTHF
DCAD,TPTP,20,1.05,1.05,1.05,MeCN
DCAD,TPTP,20,1.05,1.05,1.05,PhMe
DCAD,TPTP,20,1.05,1.05,1.05,EtOAc
DCAD,TPTP,20,1.05,1.05,1.2,2-MeTHF
DCAD,TPTP,20,1.05,1.05,1.2,MeCN
DCAD,TPTP,20,1.05,1.05,1.2,PhMe
DCAD,TPTP,20,1.05,1.05,1.2,EtOAc
DCAD,TPTP,20,1.05,1.2,0.95,2-MeTHF
DCAD,TPTP,20,1.05,1.2,0.95,MeCN
DCAD,TPTP,20,1.05,1.2,0.95,PhMe
DCAD,TPTP,20,1.05,1.2,0.95,EtOAc
DCAD,TPTP,20,1.05,1.2,1.05,2-MeTHF
DCAD,TPTP,20,1.05,1.2,1.05,MeCN
DCAD,TPTP,20,1.05,1.2,1.05,PhMe
DCAD,TPTP,20,1.05,1.2,1.05,EtOAc
DCAD,TPTP,20,1.05,1.2,1.2,2-MeTHF
DCAD,TPTP,20,1.05,1.2,1.2,MeCN
DCAD,TPTP,20,1.05,1.2,1.2,PhMe
DCAD,TPTP,20,1.05,1.2,1.2,EtOAc
DCAD,TPTP,20,1.05,1.4,0.95,2-MeTHF
DCAD,TPTP,20,1.05,1.4,0.95,MeCN
DCAD,TPTP,20,1.05,1.4,0.95,PhMe
DCAD,TPTP,20,1.05,1.4,0.95,EtOAc
DCAD,TPTP,20,1.05,1.4,1.05,2-MeTHF
DCAD,TPTP,20,1.05,1.4,1.05,MeCN
DCAD,TPTP,20,1.05,1.4,1.05,PhMe
DCAD,TPTP,20,1.05,1.4,1.05,EtOAc
DCAD,TPTP,20,1.05,1.4,1.2,2-MeTHF
DCAD,TPTP,20,1.05,1.4,1.2,MeCN
DCAD,TPTP,20,1.05,1.4,1.2,PhMe
DCAD,TPTP,20,1.05,1.4,1.2,EtOAc
DCAD,TPTP,20,1.2,1.05,0.95,2-MeTHF
DCAD,TPTP,20,1.2,1.05,0.95,MeCN
DCAD,TPTP,20,1.2,1.05,0.95,PhMe
DCAD,TPTP,20,1.2,1.05,0.95,EtOAc
DCAD,TPTP,20,1.2,1.05,1.05,2-MeTHF
DCAD,TPTP,20,1.2,1.05,1.05,MeCN
DCAD,TPTP,20,1.2,1.05,1.05,PhMe
DCAD,TPTP,20,1.2,1.05,1.05,EtOAc
DCAD,TPTP,20,1.2,1.05,1.2,2-MeTHF
DCAD,TPTP,20,1.2,1.05,1.2,MeCN
DCAD,TPTP,20,1.2,1.05,1.2,PhMe
DCAD,TPTP,20,1.2,1.05,1.2,EtOAc
DCAD,TPTP,20,1.2,1.2,0.95,2-MeTHF
DCAD,TPTP,20,1.2,1.2,0.95,MeCN
DCAD,TPTP,20,1.2,1.2,0.95,PhMe
DCAD,TPTP,20,1.2,1.2,0.95,EtOAc
DCAD,TPTP,20,1.2,1.2,1.05,2-MeTHF
DCAD,TPTP,20,1.2,1.2,1.05,MeCN
DCAD,TPTP,20,1.2,1.2,1.05,PhMe
DCAD,TPTP,20,1.2,1.2,1.05,EtOAc
DCAD,TPTP,20,1.2,1.2,1.2,2-MeTHF
DCAD,TPTP,20,1.2,1.2,1.2,MeCN
DCAD,TPTP,20,1.2,1.2,1.2,PhMe
DCAD,TPTP,20,1.2,1.2,1.2,EtOAc
DCAD,TPTP,20,1.2,1.4,0.95,2-MeTHF
DCAD,TPTP,20,1.2,1.4,0.95,MeCN
DCAD,TPTP,20,1.2,1.4,0.95,PhMe
DCAD,TPTP,20,1.2,1.4,0.95,EtOAc
DCAD,TPTP,20,1.2,1.4,1.05,2-MeTHF
DCAD,TPTP,20,1.2,1.4,1.05,MeCN
DCAD,TPTP,20,1.2,1.4,1.05,PhMe
DCAD,TPTP,20,1.2,1.4,1.05,EtOAc
DCAD,TPTP,20,1.2,1.4,1.2,2-MeTHF
DCAD,TPTP,20,1.2,1.4,1.2,MeCN
DCAD,TPTP,20,1.2,1.4,1.2,PhMe
DCAD,TPTP,20,1.2,1.4,1.2,EtOAc
DCAD,TPTP,20,1.4,1.05,0.95,2-MeTHF
DCAD,TPTP,20,1.4,1.05,0.95,MeCN
DCAD,TPTP,20,1.4,1.05,0.95,PhMe
DCAD,TPTP,20,1.4,1.05,0.95,EtOAc
DCAD,TPTP,20,1.4,1.05,1.05,2-MeTHF
DCAD,TPTP,20,1.4,1.05,1.05,MeCN
DCAD,TPTP,20,1.4,1.05,1.05,PhMe
DCAD,TPTP,20,1.4,1.05,1.05,EtOAc
DCAD,TPTP,20,1.4,1.05,1.2,2-MeTHF
DCAD,TPTP,20,1.4,1.05,1.2,MeCN
DCAD,TPTP,20,1.4,1.05,1.2,PhMe
DCAD,TPTP,20,1.4,1.05,1.2,EtOAc
DCAD,TPTP,20,1.4,1.2,0.95,2-MeTHF
DCAD,TPTP,20,1.4,1.2,0.95,MeCN
DCAD,TPTP,20,1.4,1.2,0.95,PhMe
DCAD,TPTP,20,1.4,1.2,0.95,EtOAc
DCAD,TPTP,20,1.4,1.2,1.05,2-MeTHF
DCAD,TPTP,20,1.4,1.2,1.05,MeCN
DCAD,TPTP,20,1.4,1.2,1.05,PhMe
DCAD,TPTP,20,1.4,1.2,1.05,EtOAc
DCAD,TPTP,20,1.4,1.2,1.2,2-MeTHF
DCAD,TPTP,20,1.4,1.2,1.2,MeCN
DCAD,TPTP,20,1.4,1.2,1.2,PhMe
DCAD,TPTP,20,1.4,1.2,1.2,EtOAc
DCAD,TPTP,20,1.4,1.4,0.95,2-MeTHF
DCAD,TPTP,20,1.4,1.4,0.95,MeCN
DCAD,TPTP,20,1.4,1.4,0.95,PhMe
DCAD,TPTP,20,1.4,1.4,0.95,EtOAc
DCAD,TPTP,20,1.4,1.4,1.05,2-MeTHF
DCAD,TPTP,20,1.4,1.4,1.05,MeCN
DCAD,TPTP,20,1.4,1.4,1.05,PhMe
DCAD,TPTP,20,1.4,1.4,1.05,EtOAc
DCAD,TPTP,20,1.4,1.4,1.2,2-MeTHF
DCAD,TPTP,20,1.4,1.4,1.2,MeCN
DCAD,TPTP,20,1.4,1.4,1.2,PhMe
DCAD,TPTP,20,1.4,1.4,1.2,EtOAc
DCAD,TPTP,35,1.05,1.05,0.95,2-MeTHF
DCAD,TPTP,35,1.05,1.05,0.95,MeCN
DCAD,TPTP,35,1.05,1.05,0.95,PhMe
DCAD,TPTP,35,1.05,1.05,0.95,EtOAc
DCAD,TPTP,35,1.05,1.05,1.05,2-MeTHF
DCAD,TPTP,35,1.05,1.05,1.05,MeCN
DCAD,TPTP,35,1.05,1.05,1.05,PhMe
DCAD,TPTP,35,1.05,1.05,1.05,EtOAc
DCAD,TPTP,35,1.05,1.05,1.2,2-MeTHF
